id,name,artist,release_date,length,popularity,danceability,acousticness,energy,loudness,tempo,valence,url,image,audio,cluster_pred,iine
69,リセット,向井太一,2018/11/28,0.358434324,0.614457831,0.765251989,0.365287956,0.593570608,0.544787883,0.221030579,0.589632829,https://open.spotify.com/track/7gm59KVXfG8wEAfN3Lv2Xu,https://i.scdn.co/image/ab67616d00004851fbac7f2f29c6d7d555c68424,https://p.scdn.co/mp3-preview/7d903c5654478ea892d8d9c7f652133f5305644a?cid=18308f0d5b8049c89ee330d9cfa4bc58,1,0
70,ピースサイン,米津玄師,2017/11/1,0.331318285,0.855421687,0.515915119,0.002351116,0.935706085,0.786375163,0.221140841,0.620950324,https://open.spotify.com/track/364JzOajs76bJymjHm3sVY,https://i.scdn.co/image/ab67616d00004851f038f68827e437530b3a80a8,https://p.scdn.co/mp3-preview/ed31005e3e0c2f4ef9dde1db3da8ac0e7c324e07?cid=18308f0d5b8049c89ee330d9cfa4bc58,2,0
71,だいすき。,井上苑子,2016/3/16,0.40558788,0.530120482,0.575596817,0.322824826,0.788748565,0.820163114,0.265113202,0.828293737,https://open.spotify.com/track/4p6sXdL7nYdvCw5S7zzKcZ,https://i.scdn.co/image/ab67616d00004851416f1f48593800f23e49b8a1,なし,10,0
72,Stand Out Fit In,ONE OK ROCK,2019/2/13,0.274071988,0.698795181,0.558355438,0.032399368,0.825487945,0.690288534,0.412408115,0.320734341,https://open.spotify.com/track/17EiIn0d2tftCjJrGOrbFj,https://i.scdn.co/image/ab67616d00004851cbc358e2b350a7389a7c2927,https://p.scdn.co/mp3-preview/cb396d08470d61f0b4f28f024b9b4df9dd825ba4?cid=18308f0d5b8049c89ee330d9cfa4bc58,19,0
73,Not the End,安田レイ,2021/2/7,0.581398235,0.578313253,0.228116711,0.000543081,0.723306544,0.767459393,0.704020876,0.221382289,https://open.spotify.com/track/0MgwgQKH0xFUxwQdRUaSe1,https://i.scdn.co/image/ab67616d0000485174c81cf4cfbd45637ad9e441,https://p.scdn.co/mp3-preview/282398eb6df808a938866ddb9eec20ded35f8391?cid=18308f0d5b8049c89ee330d9cfa4bc58,9,0
74,かみさま,空白ごっこ,2022/6/22,0.318113476,0.361445783,0.474801061,0.119448784,0.952927669,0.7953533,0.809092914,0.590712743,https://open.spotify.com/track/5LmRV82wzYcX3rLSkB6D1k,https://i.scdn.co/image/ab67616d00004851d73c31bb313d3102cca4935b,https://p.scdn.co/mp3-preview/a414d0346b87727af5259b4f2cfecca342842ca9?cid=18308f0d5b8049c89ee330d9cfa4bc58,0,0
75,雨燦々,King Gnu,2022/7/15,0.467705136,0.891566265,0.384615385,0.395459127,0.851894374,0.734630937,0.184291385,0.587473002,https://open.spotify.com/track/34PR0zLBVl7VMF9E7dDwdo,https://i.scdn.co/image/ab67616d00004851ebd5ea08fe812be9af886a3d,https://p.scdn.co/mp3-preview/f331cbf4b1fb283deda6b0ef5f77bb816fbc4dc4?cid=18308f0d5b8049c89ee330d9cfa4bc58,10,0
76,HAPPY BIRTHDAY,back number,2019/3/27,0.378572076,0.795180723,0.368700265,0.078326595,0.553386912,0.751285039,0.559166422,0.531317495,https://open.spotify.com/track/4FMz2RFrbDGzJO7K4D0vS3,https://i.scdn.co/image/ab67616d00004851ce51ffc5c742ed217779cb9d,なし,3,0
77,I'm Here,COLOR CREATION,2018/10/24,0.434496222,0.204819277,0.515915119,0.005278837,0.910447761,0.798437393,0.199110556,0.638228942,https://open.spotify.com/track/4c9ZakYe2eB6z5ppk1khnc,https://i.scdn.co/image/ab67616d000048518bf1536b738943d64e8c4e8b,https://p.scdn.co/mp3-preview/6c25340a0933758927dd12841c19df208a24c19f?cid=18308f0d5b8049c89ee330d9cfa4bc58,2,0
78,Hero,安室奈美恵,2016/7/27,0.568255476,0.65060241,0.196286472,0.198787789,0.791044776,0.832705092,0.404439871,0.250539957,https://open.spotify.com/track/4TAf9JushLbVY9Kj3MAqWw,https://i.scdn.co/image/ab67616d000048513a16983f3f38492eccc48373,https://p.scdn.co/mp3-preview/1c41dfc8059ca7c14dace0d865b637bde771fd56?cid=18308f0d5b8049c89ee330d9cfa4bc58,9,0
79,飛べるから,JO1,2022/3/4,0.468989103,0.554216867,0.391246684,0.208844846,0.862227325,0.782605716,0.169788298,0.226781857,https://open.spotify.com/track/7bOIhFAfADMU6fGU4QbBkz,https://i.scdn.co/image/ab67616d00004851c86b7efe63ca0ca349db8f24,https://p.scdn.co/mp3-preview/ce22054abcc44e9ccad436680b2156980cfb4af2?cid=18308f0d5b8049c89ee330d9cfa4bc58,19,0
80,エンドロール,sumika,2020/3/4,0.502482017,0.445783133,0.381962865,0.121683685,0.398392652,0.449249537,0.589348721,0.522678186,https://open.spotify.com/track/1epaPLi9bZzzvqPe4Nh7Uc,https://i.scdn.co/image/ab67616d000048516a307833084aef91ce9e0cba,https://p.scdn.co/mp3-preview/6cd30722f19053f23dd54a5b5e5562e3835f3403?cid=18308f0d5b8049c89ee330d9cfa4bc58,3,0
81,青と夏,Mrs. GREEN APPLE,2019/10/1,0.406478065,0.78313253,0.140583554,0.001635948,0.885189437,0.936673292,0.84509703,0.761339093,https://open.spotify.com/track/5BC6kr6etk2Y9J62AyI4i3,https://i.scdn.co/image/ab67616d0000485181f55cd879e9480e3ed313df,なし,0,0
82,カラメル,もさを。,2021/11/22,0.259614237,0.614457831,0.570291777,0.264717386,0.895522388,0.775478034,0.338459277,0.844492441,https://open.spotify.com/track/0UZrpjO9FIX9fn1q5m2Hgw,https://i.scdn.co/image/ab67616d0000485100c5fdcd447fdecfdaf3b77b,なし,6,0
83,フィクション,sumika,2019/3/13,0.318717274,0.686746988,0.602122016,0.160794463,0.941446613,0.884106641,0.390127904,0.703023758,https://open.spotify.com/track/47eLnWll78mdBJjcgJu34o,https://i.scdn.co/image/ab67616d0000485153f800c56583e4b014d5006e,https://p.scdn.co/mp3-preview/3d5c41c2c088f2629b8476830436eb1af06f4a0b?cid=18308f0d5b8049c89ee330d9cfa4bc58,17,0
84,愛なんていらない,山本彩,2020/9/17,0.34041822,0.325301205,0.425729443,0.197670339,0.683122847,0.773833185,0.080983534,0.468682505,https://open.spotify.com/track/514i5l8CLfB8Fha2dOD7hR,https://i.scdn.co/image/ab67616d00004851154e9f0b6d34fb146c5180f7,なし,1,0
85,新時代,Ado,2022/8/9,0.303347859,0.927710843,0.379310345,0.054636639,0.995407577,0.89424988,0.772897677,0.440604752,https://open.spotify.com/track/28MATCYDctW5EiBa2repxb,https://i.scdn.co/image/ab67616d00004851c37dcac99df04be050879c60,なし,9,0
86,VIVA,Little Glee Monster,2021/1/20,0.368040209,0.421686747,0.49734748,0.187613282,0.677382319,0.769446919,0.206108498,0.101511879,https://open.spotify.com/track/6wYnnbRyrxW7KsRMFhGNn9,https://i.scdn.co/image/ab67616d00004851b820b7090a0ba432d8175088,https://p.scdn.co/mp3-preview/bbcb2feb6b91f9f416400c1172460ea36338df97?cid=18308f0d5b8049c89ee330d9cfa4bc58,19,0
87,でもね、たまには,imase,2022/7/1,0.205680478,0.710843373,1,0.754160828,0.378874856,0.638681379,0.257865334,0.981641469,https://open.spotify.com/track/3gdwIOUmXi1g7LD0d3mgh0,https://i.scdn.co/image/ab67616d0000485148844a6d3c76aa72f3c93fac,なし,16,0
88,Fly-day Chinatown,泰葉,1981/9/21,0.25962617,0.746987952,0.726790451,0.361935604,0.784156142,0.726954972,0.391436342,0.676025918,https://open.spotify.com/track/2uXlHiOE4o5xHOCiob8DKn,https://i.scdn.co/image/ab67616d0000485168a5d2cd77f7abef0b964981,なし,10,0
89,逢いたくていま,MISIA,2009/12/16,0.617831385,0.686746988,0.176392573,0.401046381,0.473019518,0.618943184,0.517039106,0.316414687,https://open.spotify.com/track/7FJC2pF6zMliU7Lvk0GBDV,https://i.scdn.co/image/ab67616d00004851ccb19a928a6bafff52c8312a,https://p.scdn.co/mp3-preview/a6732beb5cffefefc5e9aad31becf590e1572592?cid=18308f0d5b8049c89ee330d9cfa4bc58,7,0
90,チグハグ,THE SUPER FRUIT,2022/8/3,0.267131886,0.734939759,0.366047745,5.92E-05,0.870264064,0.747926804,0.736121729,0.908207343,https://open.spotify.com/track/5G38KxyH8NNjV3ZkrfOmB8,https://i.scdn.co/image/ab67616d000048515de044f0bd8d7cc7ea735952,https://p.scdn.co/mp3-preview/434fdae9f3fe6ee21ab060d69ca4ab2ad9e797fe?cid=18308f0d5b8049c89ee330d9cfa4bc58,0,0
91,キラリ,HY,2022/6/28,0.266878911,0.373493976,0.561007958,0.028823525,0.947187141,0.81605099,0.485982064,0.930885529,https://open.spotify.com/track/4xbHCKIU8Ymhmtt0PywCfb,https://i.scdn.co/image/ab67616d000048517befbc81bbaf242e5d834541,なし,17,0
92,世界はあなたに笑いかけている,Little Glee Monster,2019/1/16,0.317571728,0.626506024,0.775862069,0.48485519,0.881745121,0.843191008,0.375169068,0.777537797,https://open.spotify.com/track/0ovs8Z1ZvFSyo3irudmLHu,https://i.scdn.co/image/ab67616d000048514bacc39dba33cef0de592d87,https://p.scdn.co/mp3-preview/c3b7a0b9decca5561eafe0a38b9b31b702f04856?cid=18308f0d5b8049c89ee330d9cfa4bc58,10,0
93,常緑,大橋ちっぽけ,2021/10/13,0.171450119,0.831325301,0.690981432,0.026923859,0.723306544,0.660201494,0.229866216,0.912526998,https://open.spotify.com/track/6qn31XzTa6YKXs5FZpAPgP,https://i.scdn.co/image/ab67616d00004851bf93022a32afcee9a115a50e,https://p.scdn.co/mp3-preview/414c5cba2ccf21cacc70c9926651336505d5aad2?cid=18308f0d5b8049c89ee330d9cfa4bc58,6,0
94,Partner,有華,2022/4/20,0.17733775,0.78313253,0.775862069,0.120566235,0.585533869,0.704406826,0.18443105,0.85637149,https://open.spotify.com/track/48lsRmp9AC6tU4rP9QJx4H,https://i.scdn.co/image/ab67616d0000485134fca08b3e6bd06be8b4721a,https://p.scdn.co/mp3-preview/ff2bba89a698931a0e48ae630a3c2fc4b00ce4f7?cid=18308f0d5b8049c89ee330d9cfa4bc58,6,0
95,エジソン,水曜日のカンパネラ,2022/5/25,0.223868415,0.86746988,0.840848806,0.02167184,0.699196326,0.657528614,0.441634813,0.622030238,https://open.spotify.com/track/2wRKOmpe6I7q6k69bkjuFU,https://i.scdn.co/image/ab67616d000048512ee9ed50bdd9cdf4ad8fd783,https://p.scdn.co/mp3-preview/2610bdc7fb049adc856506ca9c6d531bba606a62?cid=18308f0d5b8049c89ee330d9cfa4bc58,18,0
96,ねぇ,YOAKE,2022/4/29,0.241030133,0.819277108,0.433687003,0.085813515,0.735935706,0.609485299,0.74330344,0.992440605,https://open.spotify.com/track/4OL2UHjasZp21Z1c2htqPj,https://i.scdn.co/image/ab67616d0000485116016f7b539f9679d5d42221,https://p.scdn.co/mp3-preview/4f63fb5eff24e47c7650e29c2226322303e4c51a?cid=18308f0d5b8049c89ee330d9cfa4bc58,4,0
97,花瓶,Tele,2022/6/1,0.256304085,0.614457831,0.598143236,0.375345013,0.714121699,0.743472003,0.147625698,0.722462203,https://open.spotify.com/track/3S5obhtZyw30dJ2lfCualn,https://i.scdn.co/image/ab67616d000048516e9ace9d707004777ff3e12c,https://p.scdn.co/mp3-preview/9422024375ce0338b43808382e444424ad6d102e?cid=18308f0d5b8049c89ee330d9cfa4bc58,10,0
98,M八七,米津玄師,2022/5/18,0.389996516,0.56626506,0.568965517,0.335116785,0.68771527,0.479610719,0.309423699,0.31425486,https://open.spotify.com/track/2X4y6TQw3wr3bi0SIR3fEu,https://i.scdn.co/image/ab67616d0000485124eadcc7251e7374a690d27a,https://p.scdn.co/mp3-preview/53bb423a88be8bbda5d2d15136d5bdb9ee78443c?cid=18308f0d5b8049c89ee330d9cfa4bc58,19,0
99,悪魔の子,ヒグチアイ,2022/1/10,0.305414616,0.65060241,0.473474801,0.298240909,0.649827784,0.620519498,0.147390473,0.191144708,https://open.spotify.com/track/2TVFbLCdzrX0RdhWNWJmdp,https://i.scdn.co/image/ab67616d000048517e2a5ab7f69511ef36550b16,https://p.scdn.co/mp3-preview/799901c1ece5d1e4b820d2563e4d6675f48b26a3?cid=18308f0d5b8049c89ee330d9cfa4bc58,19,0
100,Habit,SEKAI NO OWARI,2022/4/28,0.366209721,0.903614458,0.722811671,0.226724059,0.838117107,0.681036255,0.353197589,0.938444924,https://open.spotify.com/track/2uMNMcjjUz8oNIxjIu20qE,https://i.scdn.co/image/ab67616d000048513e94f2b2c3303120be19210b,なし,6,0
101,夜空,音田 雅則,2022/3/15,0.357054896,0.65060241,0.24137931,0.8569663,0.242250287,0.602494689,0.021765657,0.350971922,https://open.spotify.com/track/1rWp9c9Po0i4lAfCJYOoBh,https://i.scdn.co/image/ab67616d0000485194728e2e91d57c3b94d3fdab,https://p.scdn.co/mp3-preview/9c7e92da5b6d3f9ab02d52c25dd18d76fd36b81b?cid=18308f0d5b8049c89ee330d9cfa4bc58,12,0
102,Find the truth,Rainy。,2022/4/5,0.311333273,0.530120482,0.348806366,0.016755057,0.835820896,0.790555822,0.769119377,0.292656587,https://open.spotify.com/track/11kTme3riMq4bEgawgtGT6,https://i.scdn.co/image/ab67616d00004851482b80a60d58aa9b185698d3,https://p.scdn.co/mp3-preview/ef3a9f6429584e3c9bdc05b26bd877e745a1cca1?cid=18308f0d5b8049c89ee330d9cfa4bc58,9,0
103,愛言葉,Tani Yuuki,2021/12/8,0.445903955,0.795180723,0.527851459,0.47144578,0.528128588,0.637242136,0.574536901,0.30237581,https://open.spotify.com/track/515q6vR077kY4BQv8F3pGj,https://i.scdn.co/image/ab67616d00004851b5900aef5989a39a87bda771,https://p.scdn.co/mp3-preview/189f9f2062ec01a8671ddc67d98539e51b10bb0b?cid=18308f0d5b8049c89ee330d9cfa4bc58,7,0
104,太陽もひとりぼっち,Qyoto,2017/8/23,0.462165942,0.301204819,0.217506631,0.102463532,0.902411022,0.791789459,0.502822699,0.264578834,https://open.spotify.com/track/61UdfqpNZUoKkGeB8qHUeX,https://i.scdn.co/image/ab67616d000048519758b106dde9973defacc4d6,https://p.scdn.co/mp3-preview/ee378a6704b0a418cee98c56a2731cd7a1c32aea?cid=18308f0d5b8049c89ee330d9cfa4bc58,9,0
105,真昼の月,Saucy Dog,2018/5/23,0.385571842,0.590361446,0.331564987,0.080784987,0.911595867,0.723802344,0.140194061,0.563714903,https://open.spotify.com/track/3XgrbTBScX3pYcKZ0U2Pzo,https://i.scdn.co/image/ab67616d0000485133cb0ec62b31874c74cf4abc,https://p.scdn.co/mp3-preview/5513362beb6a56c1338f67ab7ecca4b90d29314b?cid=18308f0d5b8049c89ee330d9cfa4bc58,2,0
106,melt bitter,さとうもか,2020/1/22,0.50149637,0.819277108,0.647214854,0.052066502,0.528128588,0.739359879,0.192208174,0.629589633,https://open.spotify.com/track/6uSe3ACORUIVrAyiP84RZi,https://i.scdn.co/image/ab67616d0000485118a40b2c074ea88a581a24da,https://p.scdn.co/mp3-preview/3d668d3029bc7f8c4cb59c06b6aecdb83b529c9e?cid=18308f0d5b8049c89ee330d9cfa4bc58,1,0
107,With Us,JO1,2022/5/23,0.215553657,0.662650602,0.530503979,0.006608604,0.897818599,0.819409225,0.221177595,0.776457883,https://open.spotify.com/track/39Lo244a3MrSOmTcl0C1Z2,https://i.scdn.co/image/ab67616d000048519e93f878ae72487c4aa0d6d4,https://p.scdn.co/mp3-preview/34ffccc7d107be3b1d1b2dafe2f10225ac25a824?cid=18308f0d5b8049c89ee330d9cfa4bc58,2,0
108,Perfect,OCTPATH,2022/4/29,0.270127012,0.506024096,0.555702918,0.083355124,0.955223881,0.876773353,0.647177301,0.908207343,https://open.spotify.com/track/2Qcf2HsmefMG4gog8yBGdd,https://i.scdn.co/image/ab67616d000048514f9274d550640e56ad60bd90,なし,17,0
109,Comedy,星野 源,2022/4/8,0.312543256,0.879518072,0.625994695,0.035863465,0.391504018,0.588102255,0.132299324,0.725701944,https://open.spotify.com/track/5SuOikwiRyPMVoIQDJUgSV,https://i.scdn.co/image/ab67616d0000485126573d555999566291e3b7a8,https://p.scdn.co/mp3-preview/9e3e5b45d5d1f2a49dd59f251effc526c81ec059?cid=18308f0d5b8049c89ee330d9cfa4bc58,1,0
110,グミ超うめぇ,ピーナッツくん,2020/6/30,0.048879035,0.469879518,0.785145889,0.121683685,0.726750861,0.656637653,0.588848868,0.504319654,https://open.spotify.com/track/33ficCxPiqKKPOCd2ahXWZ,https://i.scdn.co/image/ab67616d00004851c067f3ad9264cd983d154e40,https://p.scdn.co/mp3-preview/eae84e6ebc2cf82babc26072d81d8f7611813962?cid=18308f0d5b8049c89ee330d9cfa4bc58,18,0
111,W / X / Y,Tani Yuuki,2021/12/8,0.425790069,0.903614458,0.562334218,0.177556225,0.752009185,0.743472003,0.268031461,0.681425486,https://open.spotify.com/track/4IfrM44LofE9bSs6TDZS49,https://i.scdn.co/image/ab67616d00004851b5900aef5989a39a87bda771,https://p.scdn.co/mp3-preview/da3ad6d5f9e3bbf5e3fcb5aa0971a47d5b99d362?cid=18308f0d5b8049c89ee330d9cfa4bc58,18,0
112,Bye-Good-Bye,BE:FIRST,2022/3/7,0.194043636,0.734939759,0.892572944,0.120566235,0.59586682,0.672880543,0.331586298,0.806695464,https://open.spotify.com/track/0rPrGZTtScNSRL2jZoooKO,https://i.scdn.co/image/ab67616d0000485138d601f01b6b1fb658881e11,https://p.scdn.co/mp3-preview/98170f9dc38f5bfb15b6196b9ebaea15fbb27fef?cid=18308f0d5b8049c89ee330d9cfa4bc58,6,0
113,Rollah Coaster,LIL LEAGUE,2022/4/25,0.205148277,0.698795181,0.725464191,0.315002671,0.801377727,0.683846207,0.611114378,0.784017279,https://open.spotify.com/track/3HF8pvoG1vSZWaHfj0K5oh,https://i.scdn.co/image/ab67616d00004851a9703592a15772e0d4bf2bbe,https://p.scdn.co/mp3-preview/06033bcf4646a701eea89768fe99f6e5a0645afd?cid=18308f0d5b8049c89ee330d9cfa4bc58,4,0
114,バニラ,きゃない,2022/3/9,0.361190796,0.86746988,0.579575597,0.031170172,0.663605052,0.780823795,0.3169803,0.516198704,https://open.spotify.com/track/0zfNtgPJ5FLkbveRjSdCMb,https://i.scdn.co/image/ab67616d00004851aed4150ee6dbf5aee5b061ae,https://p.scdn.co/mp3-preview/b34f125f7eff9739648e0c3547fb55123e32172b?cid=18308f0d5b8049c89ee330d9cfa4bc58,18,0
115,"如果可以 (日文版) - 電影""月老""主題曲",WeiBird,2022/4/22,0.416733092,0.445783133,0.348806366,0.338469137,0.494833525,0.538002878,0.035099971,0.338012959,https://open.spotify.com/track/5LPbP86oyyu1C8utFTFrQo,https://i.scdn.co/image/ab67616d00004851dd9125e1a08aa3cf406676b6,https://p.scdn.co/mp3-preview/f403c8435753e5072d757f4fe2caee9076848275?cid=18308f0d5b8049c89ee330d9cfa4bc58,8,0
116,永遠,Mr.Children,2022/3/24,0.650582081,0.626506024,0.224137931,0.107380315,0.470723307,0.602426153,0.65990885,0.266738661,https://open.spotify.com/track/7oCZ1O1L4TuLRnmt8Io4IU,https://i.scdn.co/image/ab67616d000048510741fd499fe9a8a57efb45f0,https://p.scdn.co/mp3-preview/22dac221725c5cfb751c7b3db5dfa498d84c7c72?cid=18308f0d5b8049c89ee330d9cfa4bc58,3,0
117,まつり,藤井 風,2022/3/23,0.301216666,0.831325301,0.608753316,0.009849211,0.701492537,0.547734905,0.199250221,0.338012959,https://open.spotify.com/track/3OdkC5pG8vc26S26qHyBo8,https://i.scdn.co/image/ab67616d00004851af62b027ee85ae2e2f7c9702,なし,19,0
118,unravel,TK from 凛として時雨,2014/8/27,0.330905411,0.879518072,0.403183024,0.055195364,0.882893226,0.86162703,0.478498971,0.312095032,https://open.spotify.com/track/1rN9QoVxw5U7TJkyaUR8C1,https://i.scdn.co/image/ab67616d00004851b11c3ab5cb818192b7a61fdd,https://p.scdn.co/mp3-preview/6999599554621f3f652f3f7e925cf73b45eed75a?cid=18308f0d5b8049c89ee330d9cfa4bc58,9,0
119,LOVE LETTER - Japanese ver.,SEVENTEEN,2018/5/30,0.190766896,0.493975904,0.664456233,0.208844846,0.780711825,0.774929751,0.147662452,0.831533477,https://open.spotify.com/track/4dgJLYYb54xfvHcahoX4nY,https://i.scdn.co/image/ab67616d000048515a11736fddaacee3e7729c95,なし,6,0
120,カメレオン,King Gnu,2022/2/28,0.225013961,0.879518072,0.562334218,0.718402403,0.474167623,0.554588445,0.073757718,0.44924406,https://open.spotify.com/track/0J0P8iSE6l3pYHbUdNFYdS,https://i.scdn.co/image/ab67616d000048516e73d28366be9eef6ddb8526,https://p.scdn.co/mp3-preview/d91bfedb3f601aea49a471ab834331dbe189f63f?cid=18308f0d5b8049c89ee330d9cfa4bc58,5,0
121,Scratch,TK from 凛として時雨,2022/2/17,0.395485592,0.469879518,0.236074271,0.059441677,0.796785304,0.737303817,0.051234931,0.287257019,https://open.spotify.com/track/1ydPcEQXyiTD5FrK4oD7w8,https://i.scdn.co/image/ab67616d000048511e898a7cc848fb6c261a4960,https://p.scdn.co/mp3-preview/f4bcf85ae098fd44a1bd3a152b436c54b601f9df?cid=18308f0d5b8049c89ee330d9cfa4bc58,19,0
122,バンドエイド,LUCCI,2021/12/22,0,0.43373494,0.616710875,0.384284619,0.786452354,0.952162292,0.293560717,0.947084233,https://open.spotify.com/track/0lfkYGYLJIZKCVBY7mYWSD,https://i.scdn.co/image/ab67616d00004851db634a042985d05eecbe8db7,https://p.scdn.co/mp3-preview/2c13c437e6e877aea6977a6bf1e5daef1f293314?cid=18308f0d5b8049c89ee330d9cfa4bc58,10,0
123,シンデレラボーイ,Saucy Dog,2021/8/25,0.321270888,0.915662651,0.519893899,0.083466869,0.70608496,0.614419848,0.280704205,0.519438445,https://open.spotify.com/track/1Vqs0lXeJafYZz2sxnfB3V,https://i.scdn.co/image/ab67616d0000485181b5fbf6470347967b819fe3,https://p.scdn.co/mp3-preview/7b0029c37d26c0ae1d86db6936af33d6958f9b6f?cid=18308f0d5b8049c89ee330d9cfa4bc58,18,0
124,残響散歌,Aimer,2021/12/6,0.20330347,0.927710843,0.216180371,0.000582192,0.890929966,0.776163388,0.742017054,0.363930886,https://open.spotify.com/track/7v8wKvNQQIxkugCFFjrkaO,https://i.scdn.co/image/ab67616d0000485110179936604a42f16280835e,https://p.scdn.co/mp3-preview/35c31a982fe1af1128842a73e9a53990d677833f?cid=18308f0d5b8049c89ee330d9cfa4bc58,9,0
125,オモイアイ,Asa,2021/12/27,0.264093801,0.614457831,0.648541114,0.149619955,0.479908152,0.349804674,0.088848868,0.320734341,https://open.spotify.com/track/5jJ2sAMQUJ9OskxiQ77lNb,https://i.scdn.co/image/ab67616d00004851ca492bbc34cc3b1bb61a5254,https://p.scdn.co/mp3-preview/586977306676ac87a9e85a115dbedb40673cf8a0?cid=18308f0d5b8049c89ee330d9cfa4bc58,15,0
126,热爱105°C的你,早稻叽,2022/6/23,0.231235711,0.156626506,0.834217507,0.776509844,0.474167623,0.475909807,0.492605116,0.659827214,https://open.spotify.com/track/61fGNB6BX8I8rsfyYvKlFE,https://i.scdn.co/image/ab67616d000048515791db31798971384614e1cf,なし,16,0
127,勿忘,Awesome City Club,2021/2/10,0.362343502,0.78313253,0.323607427,0.261365033,0.37543054,0.559660064,0.065730667,0.276457883,https://open.spotify.com/track/0XZyF9lv6diMt4bxThOL0h,https://i.scdn.co/image/ab67616d0000485157111a5d8c11af8b0b20f24c,https://p.scdn.co/mp3-preview/63a7f269557cd4909611e927e38db62e2c98778a?cid=18308f0d5b8049c89ee330d9cfa4bc58,8,0
128,Progress,スガ シカオ,2021/12/22,0.574746906,0.493975904,0.364721485,0.07095142,0.622273249,0.750736756,0.70547633,0.207343413,https://open.spotify.com/track/5T8NbVdKLWdpci8HGzEXLk,https://i.scdn.co/image/ab67616d0000485121f0adec98333e59b0dc4a6c,https://p.scdn.co/mp3-preview/338a06c91815b6381367697d0e74a5df80692ba4?cid=18308f0d5b8049c89ee330d9cfa4bc58,3,0
129,Strangers (feat. MIYAVI),MeiMei,2022/1/26,0.261017532,0.337349398,0.379310345,0.033516819,0.807118255,0.803783154,0.122691855,0.595032397,https://open.spotify.com/track/3wYitOWCufIGkArHu5vIT3,https://i.scdn.co/image/ab67616d00004851a974d80f522d606a60edd53c,https://p.scdn.co/mp3-preview/641987871a36e5b5e5c5d498924f514880222e2e?cid=18308f0d5b8049c89ee330d9cfa4bc58,2,0
130,逆夢,King Gnu,2021/12/24,0.496307999,0.86746988,0,0.493794796,0.675086108,0.678637516,0.099411938,0.253779698,https://open.spotify.com/track/6ZiEWet0uFRwWBCEKCQ8rY,https://i.scdn.co/image/ab67616d00004851f8f6a8981cd203c7ed997cdc,https://p.scdn.co/mp3-preview/bed530ea636e9b46c72ab373c3f7ef4c9e65d278?cid=18308f0d5b8049c89ee330d9cfa4bc58,8,0
131,ベテルギウス,優里,2021/11/4,0.311891727,0.807228916,0.302387268,0.222254256,0.64293915,0.71879926,0.809195825,0.693304536,https://open.spotify.com/track/2sf18cEv463VgqmdjDsFpw,https://i.scdn.co/image/ab67616d00004851de89a1778479397bc993ba10,https://p.scdn.co/mp3-preview/9c6be41e5463c016f165c9e3b3a8ca4d9fdcfe1c?cid=18308f0d5b8049c89ee330d9cfa4bc58,13,0
132,なんでもないよ、,マカロニえんぴつ,2021/11/3,0.284107452,0.78313253,0.521220159,0.310532868,0.464982778,0.636556782,0.747147898,0.589632829,https://open.spotify.com/track/2PFzK3kMDDYKhGnugvNYf1,https://i.scdn.co/image/ab67616d00004851aab4713702d03c7062862a6c,https://p.scdn.co/mp3-preview/2308804e0e97820d066a4c3ac0f9a590e3117dbf?cid=18308f0d5b8049c89ee330d9cfa4bc58,7,0
133,ミライチズ,夜のひと笑い,2021/6/3,0.333895765,0.746987952,0.334217507,0.094753122,0.864523536,0.907477212,1,0.605831533,https://open.spotify.com/track/3mSqtn05vfpqAMpFTLsxpi,https://i.scdn.co/image/ab67616d000048512b550c59dfb8ca4fbea126e4,https://p.scdn.co/mp3-preview/0f857ed02f17405d1898c683ec63f9e03c41d505?cid=18308f0d5b8049c89ee330d9cfa4bc58,0,0
134,Step and a step,NiziU,2020/11/25,0.243462032,0.638554217,0.848806366,0.205492494,0.839265212,0.792611884,0.339010585,0.537796976,https://open.spotify.com/track/5DgAgJbHcm74RyA9YKj6k1,https://i.scdn.co/image/ab67616d000048515066b2f97da51d28ea71bfaf,https://p.scdn.co/mp3-preview/574cee9c882b9dd8773dbef7de44acf255887734?cid=18308f0d5b8049c89ee330d9cfa4bc58,18,0
135,かくれんぼ,優里,2019/12/1,0.409024519,0.698795181,0.619363395,0.465858526,0.442020666,0.531286409,0.632902088,0.289416847,https://open.spotify.com/track/0JTjZnuciQH4M3620aMDtZ,https://i.scdn.co/image/ab67616d0000485171f916fb5387b041d608d2fa,https://p.scdn.co/mp3-preview/8a026d3c83bb7e2f6a432c99e98e99d766088902?cid=18308f0d5b8049c89ee330d9cfa4bc58,7,0
136,裸の心,あいみょん,2020/9/9,0.470024868,0.746987952,0.470822281,0.59995262,0.376578645,0.768761565,0.574103205,0.335853132,https://open.spotify.com/track/4Jv7U0JJpbQnOrjtDwDZTZ,https://i.scdn.co/image/ab67616d000048514cf57a2df30a90a9a3fc39ef,https://p.scdn.co/mp3-preview/71a06097eba28a0ee24a99c540ba58d9ab440792?cid=18308f0d5b8049c89ee330d9cfa4bc58,7,0
